ACap1,ACap2,ACap3,BCap1,BCap2,BCap3
Lạng Sơn,Huyện Hữu Lũng,Xã Đồng Tiến,LS,HHL,XDT
Lạng Sơn,Huyện Hữu Lũng,Xã Yên Sơn,LS,HHL,XYS
Lạng Sơn,Huyện Hữu Lũng,Xã Cai Kinh,LS,HHL,XCK
Lạng Sơn,Huyện Hữu Lũng,Xã Hồ Sơn,LS,HHL,XHS
Lạng Sơn,Huyện Hữu Lũng,Xã Sơn Hà,LS,HHL,XSH
Lạng Sơn,Huyện Hữu Lũng,Xã Hòa Lạc,LS,HHL,XHL
Lạng Sơn,Huyện Hữu Lũng,Xã Hòa Thắng,LS,HHL,XHT
Lạng Sơn,Huyện Hữu Lũng,Xã Quyết Thắng,LS,HHL,XQT
Lạng Sơn,Huyện Hữu Lũng,Xã Nhật Tiến,LS,HHL,XNT
Lạng Sơn,Huyện Hữu Lũng,Xã Minh Sơn,LS,HHL,XMS
Lạng Sơn,Huyện Hữu Lũng,Xã Hòa Sơn,LS,HHL,XHS
Lạng Sơn,Huyện Hữu Lũng,Xã Thanh Sơn,LS,HHL,XTS
Lạng Sơn,Huyện Hữu Lũng,Xã Hòa Bình,LS,HHL,XHB
Lạng Sơn,Huyện Hữu Lũng,Xã Hữu Liên,LS,HHL,XHL
Lạng Sơn,Huyện Hữu Lũng,Xã Yên Thịnh,LS,HHL,XYT
Lạng Sơn,Huyện Hữu Lũng,Xã Thiện Tân,LS,HHL,XTT
Lạng Sơn,Huyện Lộc Bình,Xã Yên Khoái,LS,HLB,XYK
Lạng Sơn,Huyện Lộc Bình,Xã Hữu Lân,LS,HLB,XHL
Lạng Sơn,Huyện Lộc Bình,Xã Tĩnh Bắc,LS,HLB,XTB
Lạng Sơn,Huyện Lộc Bình,Thị trấn Lộc Bình,LS,HLB,TtLB
Lạng Sơn,Huyện Lộc Bình,Xã Đông Quan,LS,HLB,XDQ
Lạng Sơn,Huyện Lộc Bình,Xã Tú Đoạn,LS,HLB,XTD
Lạng Sơn,Huyện Lộc Bình,Xã Ái Quốc,LS,HLB,XAQ
Lạng Sơn,Huyện Lộc Bình,Xã Lợi Bác,LS,HLB,XLB
Lạng Sơn,Huyện Lộc Bình,Xã Mẫu Sơn,LS,HLB,XMS
Lạng Sơn,Huyện Lộc Bình,Xã Nam Quan,LS,HLB,XNQ
Lạng Sơn,Huyện Lộc Bình,Thị trấn Na Dương,LS,HLB,TtND
Lạng Sơn,Huyện Lộc Bình,Xã Đồng Bục,LS,HLB,XDB
Lạng Sơn,Huyện Lộc Bình,Xã Tam Gia,LS,HLB,XTG
Lạng Sơn,Huyện Lộc Bình,Xã Hữu Khánh,LS,HLB,XHK
Lạng Sơn,Huyện Lộc Bình,Xã Tú Mịch,LS,HLB,XTM
Lạng Sơn,Huyện Lộc Bình,Xã Khuất Xá,LS,HLB,XKX
Lạng Sơn,Huyện Lộc Bình,Xã Xuân Dương,LS,HLB,XXD
Lạng Sơn,Huyện Lộc Bình,Xã Sàn Viên,LS,HLB,XSV
Lạng Sơn,Huyện Lộc Bình,Xã Khánh Xuân,LS,HLB,XKX
Lạng Sơn,Huyện Lộc Bình,Xã Thống Nhất,LS,HLB,XTN
Lạng Sơn,Huyện Lộc Bình,Xã Minh Hiệp,LS,HLB,XMH
Lạng Sơn,Huyện Tràng Định,Xã Chí Minh,LS,HTD,XCM
Lạng Sơn,Huyện Tràng Định,Xã Tri Phương,LS,HTD,XTP
Lạng Sơn,Huyện Tràng Định,Xã Đoàn Kết,LS,HTD,XDK
Lạng Sơn,Huyện Tràng Định,Xã Hùng Sơn,LS,HTD,XHS
Lạng Sơn,Huyện Tràng Định,Xã Hùng Việt,LS,HTD,XHV
Lạng Sơn,Huyện Tràng Định,Xã Tân Minh,LS,HTD,XTM
Lạng Sơn,Huyện Tràng Định,Xã Đề Thám,LS,HTD,XDT
Lạng Sơn,Huyện Tràng Định,Xã Khánh Long,LS,HTD,XKL
Lạng Sơn,Huyện Tràng Định,Xã Quốc Khánh,LS,HTD,XQK
Lạng Sơn,Huyện Tràng Định,Xã Cao Minh,LS,HTD,XCM
Lạng Sơn,Huyện Tràng Định,Xã Tân Yên,LS,HTD,XTY
Lạng Sơn,Huyện Tràng Định,Xã Đào Viên,LS,HTD,XDV
Lạng Sơn,Huyện Tràng Định,Xã Quốc Việt,LS,HTD,XQV
Lạng Sơn,Huyện Tràng Định,Thị trấn Thất Khê,LS,HTD,TtTK
Lạng Sơn,Huyện Tràng Định,Xã Vĩnh Tiến,LS,HTD,XVT
Lạng Sơn,Huyện Tràng Định,Xã Trung Thành,LS,HTD,XTT
Lạng Sơn,Huyện Tràng Định,Xã Kim Đồng,LS,HTD,XKD
Lạng Sơn,Huyện Tràng Định,Xã Tân Tiến,LS,HTD,XTT
Lạng Sơn,Huyện Tràng Định,Xã Chi Lăng,LS,HTD,XCL
Lạng Sơn,Huyện Tràng Định,Xã Kháng Chiến,LS,HTD,XKC
Lạng Sơn,Huyện Tràng Định,Xã Đội Cấn,LS,HTD,XDC
Lạng Sơn,Huyện Tràng Định,Xã Đại Đồng,LS,HTD,XDD
Lạng Sơn,Huyện Văn Lãng,Xã Thanh Long,LS,HVL,XTL
Lạng Sơn,Huyện Văn Lãng,Xã Nhạc Kỳ,LS,HVL,XNK
Lạng Sơn,Huyện Văn Lãng,Xã Hồng Thái,LS,HVL,XHT
Lạng Sơn,Huyện Văn Lãng,Xã Hội Hoan,LS,HVL,XHH
Lạng Sơn,Huyện Văn Lãng,Xã Tân Mỹ,LS,HVL,XTM
Lạng Sơn,Huyện Văn Lãng,Xã Thành Hòa,LS,HVL,XTH
Lạng Sơn,Huyện Văn Lãng,Xã Tân Thanh,LS,HVL,XTT
Lạng Sơn,Huyện Văn Lãng,Thị trấn Na Sầm,LS,HVL,TtNS
Lạng Sơn,Huyện Văn Lãng,Xã Trùng Khánh,LS,HVL,XTK
Lạng Sơn,Huyện Văn Lãng,Xã Hoàng Việt,LS,HVL,XHV
Lạng Sơn,Huyện Văn Lãng,Xã Thụy Hùng,LS,HVL,XTH
Lạng Sơn,Huyện Văn Lãng,Xã Bắc La,LS,HVL,XBL
Lạng Sơn,Huyện Văn Lãng,Xã Gia Miễn,LS,HVL,XGM
Lạng Sơn,Huyện Văn Lãng,Xã Hoàng Văn Thụ,LS,HVL,XHVT
Lạng Sơn,Huyện Văn Lãng,Xã Tân Tác,LS,HVL,XTT
Lạng Sơn,Huyện Văn Lãng,Xã Bắc Việt,LS,HVL,XBV
Lạng Sơn,Huyện Văn Lãng,Xã Bắc Hùng,LS,HVL,XBH
Lạng Sơn,Huyện Văn Quan,Xã Khánh Khê,LS,HVQ,XKK
Lạng Sơn,Huyện Văn Quan,Xã Tràng Phái,LS,HVQ,XTP
Lạng Sơn,Huyện Văn Quan,Xã Hữu Lễ,LS,HVQ,XHL
Lạng Sơn,Huyện Văn Quan,Xã Lương Năng,LS,HVQ,XLN
Lạng Sơn,Huyện Văn Quan,Thị trấn Văn Quan,LS,HVQ,TtVQ
Lạng Sơn,Huyện Văn Quan,Xã Đồng Giáp,LS,HVQ,XDG
Lạng Sơn,Huyện Văn Quan,Xã Trấn Ninh,LS,HVQ,XTN
Lạng Sơn,Huyện Văn Quan,Xã Tràng Các,LS,HVQ,XTC
Lạng Sơn,Huyện Văn Quan,Xã Tú Xuyên,LS,HVQ,XTX
Lạng Sơn,Huyện Văn Quan,Xã Yên Phúc,LS,HVQ,XYP
Lạng Sơn,Huyện Văn Quan,Xã Hòa Bình,LS,HVQ,XHB
Lạng Sơn,Huyện Văn Quan,Xã Tri Lễ,LS,HVQ,XTL
Lạng Sơn,Huyện Văn Quan,Xã Bình Phúc,LS,HVQ,XBP
Lạng Sơn,Huyện Văn Quan,Xã Tân Đoàn,LS,HVQ,XTD
Lạng Sơn,Huyện Văn Quan,Xã Liên Hội,LS,HVQ,XLH
Lạng Sơn,Huyện Văn Quan,Xã Điềm He,LS,HVQ,XDH
Lạng Sơn,Huyện Văn Quan,Xã An Sơn,LS,HVQ,XAS
Lạng Sơn,Thành Phố Lạng Sơn,Xã Mai Pha,LS,TPLS,XMP
Lạng Sơn,Thành Phố Lạng Sơn,Phường Đông Kinh,LS,TPLS,PDK
Lạng Sơn,Thành Phố Lạng Sơn,Phường Chi Lăng,LS,TPLS,PCL
Lạng Sơn,Thành Phố Lạng Sơn,Xã Hoàng Đồng,LS,TPLS,XHD
Lạng Sơn,Thành Phố Lạng Sơn,Phường Tam Thanh,LS,TPLS,PTT
Lạng Sơn,Thành Phố Lạng Sơn,Phường Hoàng Văn Thụ,LS,TPLS,PHVT
Lạng Sơn,Thành Phố Lạng Sơn,Phường Vĩnh Trại,LS,TPLS,PVT
Lạng Sơn,Thành Phố Lạng Sơn,Xã Quảng Lạc,LS,TPLS,XQL
Lào Cai,Huyện Bắc Hà,Xã Nậm Đét,LC,HBH,XND
Lào Cai,Huyện Bắc Hà,Xã Cốc Lầu,LC,HBH,XCL
Lào Cai,Huyện Bắc Hà,Xã Nậm Lúc,LC,HBH,XNL
Lào Cai,Huyện Bắc Hà,Xã Cốc Ly,LC,HBH,XCL
Lào Cai,Huyện Bắc Hà,Xã Bản Già,LC,HBH,XBG
Lào Cai,Huyện Bắc Hà,Xã Hoàng Thu Phố,LC,HBH,XHTP
Lào Cai,Huyện Bắc Hà,Xã Bảo Nhai,LC,HBH,XBN
Lào Cai,Huyện Bắc Hà,Xã Lùng Cải,LC,HBH,XLC
Lào Cai,Huyện Bắc Hà,Xã Bản Cái,LC,HBH,XBC
Lào Cai,Huyện Bắc Hà,Xã Tả Củ Tỷ,LC,HBH,XTCT
Lào Cai,Huyện Bắc Hà,Xã Bản Phố,LC,HBH,XBP
Lào Cai,Huyện Bắc Hà,Xã Nậm Khánh,LC,HBH,XNK
Lào Cai,Huyện Bắc Hà,Xã Bản Liền,LC,HBH,XBL
Lào Cai,Huyện Bắc Hà,Thị trấn Bắc Hà,LC,HBH,TtBH
Lào Cai,Huyện Bắc Hà,Xã Lầu Thí Ngài,LC,HBH,XLTN
Lào Cai,Huyện Bắc Hà,Xã Nậm Mòn,LC,HBH,XNM
Lào Cai,Huyện Bắc Hà,Xã Tà Chải,LC,HBH,XTC
Lào Cai,Huyện Bắc Hà,Xã Thải Giàng Phố,LC,HBH,XTGP
Lào Cai,Huyện Bắc Hà,Xã Tả Van Chư,LC,HBH,XTVC
Lào Cai,Huyện Bắc Hà,Xã Na Hối,LC,HBH,XNH
Lào Cai,Huyện Bắc Hà,Xã Lùng Phình,LC,HBH,XLP
Lào Cai,Huyện Bảo Thắng,Thị trấn Tằng Loỏng,LC,HBT,TtTL
Lào Cai,Huyện Bảo Thắng,Xã Gia Phú,LC,HBT,XGP
Lào Cai,Huyện Bảo Thắng,Xã Trì Quang,LC,HBT,XTQ
Lào Cai,Huyện Bảo Thắng,Xã Xuân Giao,LC,HBT,XXG
Lào Cai,Huyện Bảo Thắng,Xã Phong Niên,LC,HBT,XPN
Lào Cai,Huyện Bảo Thắng,Xã Sơn Hải,LC,HBT,XSH
Lào Cai,Huyện Bảo Thắng,Xã Bản Phiệt,LC,HBT,XBP
Lào Cai,Huyện Bảo Thắng,Xã Sơn Hà,LC,HBT,XSH
Lào Cai,Huyện Bảo Thắng,Thị trấn Phố Lu,LC,HBT,TtPL
Lào Cai,Huyện Bảo Thắng,Xã Phú Nhuận,LC,HBT,XPN
Lào Cai,Huyện Bảo Thắng,Xã Bản Cầm,LC,HBT,XBC
Lào Cai,Huyện Bảo Thắng,Xã Xuân Quang,LC,HBT,XXQ
Lào Cai,Huyện Bảo Thắng,Thị trấn Nông trường Phong Hải,LC,HBT,TtNtPH
Lào Cai,Huyện Bảo Thắng,Xã Thái Niên,LC,HBT,XTN
Lào Cai,Huyện Bảo Thắng,Xã Phố Lu,LC,HBT,XPL
Lào Cai,Huyện Bảo Yên,Xã Minh Tân,LC,HBY,XMT
Lào Cai,Huyện Bảo Yên,Xã Xuân Thượng,LC,HBY,XXT
Lào Cai,Huyện Bảo Yên,Xã Yên Sơn,LC,HBY,XYS
Lào Cai,Huyện Bảo Yên,Xã Lương Sơn,LC,HBY,XLS
Lào Cai,Huyện Bảo Yên,Xã Long Khánh,LC,HBY,XLK
Lào Cai,Huyện Bảo Yên,Xã Bảo Hà,LC,HBY,XBH
Lào Cai,Huyện Bảo Yên,Xã Thượng Hà,LC,HBY,XTH
Lào Cai,Huyện Bảo Yên,Xã Việt Tiến,LC,HBY,XVT
Lào Cai,Huyện Bảo Yên,Xã Vĩnh Yên,LC,HBY,XVY
Lào Cai,Huyện Bảo Yên,Xã Tân Tiến,LC,HBY,XTT
Lào Cai,Huyện Bảo Yên,Xã Nghĩa Đô,LC,HBY,XND
Lào Cai,Huyện Bảo Yên,Xã Xuân Hòa,LC,HBY,XXH
Lào Cai,Huyện Bảo Yên,Xã Điện Quan,LC,HBY,XDQ
Lào Cai,Huyện Bảo Yên,Xã Kim Sơn,LC,HBY,XKS
Lào Cai,Huyện Bảo Yên,Thị trấn Phố Ràng,LC,HBY,TtPR
Lào Cai,Huyện Bảo Yên,Xã Tân Dương,LC,HBY,XTD
Lào Cai,Huyện Bảo Yên,Xã Long Phúc,LC,HBY,XLP
Lào Cai,Huyện Bảo Yên,Xã Cam Cọn,LC,HBY,XCC
Lào Cai,Huyện Bảo Yên,Xã Phúc Khánh,LC,HBY,XPK
Lào Cai,Huyện Bát Xát,Xã Bản Qua,LC,HBX,XBQ
Lào Cai,Huyện Bát Xát,Thị trấn Bát Xát,LC,HBX,TtBX
Lào Cai,Huyện Bát Xát,Xã Dền Sáng,LC,HBX,XDS
Lào Cai,Huyện Bát Xát,Xã Trung Lèng Hồ,LC,HBX,XTLH
Lào Cai,Huyện Bát Xát,Xã Mường Vi,LC,HBX,XMV
Lào Cai,Huyện Bát Xát,Xã Nậm Pung,LC,HBX,XNP
Lào Cai,Huyện Bát Xát,Xã Ngải Thầu,LC,HBX,XNT
Lào Cai,Huyện Bát Xát,Xã Trịnh Tường,LC,HBX,XTT
Lào Cai,Huyện Bát Xát,Xã Cốc San,LC,HBX,XCS
Lào Cai,Huyện Bát Xát,Xã Nậm Chạc,LC,HBX,XNC
Lào Cai,Huyện Bát Xát,Xã Y Tý,LC,HBX,XYT
Lào Cai,Huyện Bát Xát,Xã Dền Thàng,LC,HBX,XDT
Lào Cai,Huyện Bát Xát,Xã A Mú Sung,LC,HBX,XAMS
Lào Cai,Huyện Bát Xát,Xã Bản Xèo,LC,HBX,XBX
Lào Cai,Huyện Bát Xát,Xã Quang Kim,LC,HBX,XQK
Lào Cai,Huyện Bát Xát,Xã Sàng Ma Sáo,LC,HBX,XSMS
Lào Cai,Huyện Bát Xát,Xã Cốc Mỳ,LC,HBX,XCM
Lào Cai,Huyện Bát Xát,Xã Pa Cheo,LC,HBX,XPC
Lào Cai,Huyện Bát Xát,Xã Phìn Ngan,LC,HBX,XPN
Lào Cai,Huyện Bát Xát,Xã Bản Vược,LC,HBX,XBV
Lào Cai,Huyện Bát Xát,Xã Mường Hum,LC,HBX,XMH
Lào Cai,Huyện Bát Xát,Xã A Lù,LC,HBX,XAL
Lào Cai,Huyện Bát Xát,Xã Tòng Sành,LC,HBX,XTS
Lào Cai,Huyện Mường Khương,Xã Bản Lầu,LC,HMK,XBL
Lào Cai,Huyện Mường Khương,Xã Nậm Chảy,LC,HMK,XNC
Lào Cai,Huyện Mường Khương,Xã Thanh Bình,LC,HMK,XTB
Lào Cai,Huyện Mường Khương,Xã Bản Sen,LC,HMK,XBS
Lào Cai,Huyện Mường Khương,Xã Tả Thàng,LC,HMK,XTT
Lào Cai,Huyện Mường Khương,Xã Lùng Vai,LC,HMK,XLV
Lào Cai,Huyện Mường Khương,Xã La Pan Tẩn,LC,HMK,XLPT
Lào Cai,Huyện Mường Khương,Xã Tung Chung Phố,LC,HMK,XTCP
Lào Cai,Huyện Mường Khương,Xã Pha Long,LC,HMK,XPL
Lào Cai,Huyện Mường Khương,Xã Tả Ngải Chồ,LC,HMK,XTNC
Lào Cai,Huyện Mường Khương,Xã Lùng Khấu Nhin,LC,HMK,XLKN
Lào Cai,Huyện Mường Khương,Thị trấn Mường Khương,LC,HMK,TtMK
Lào Cai,Huyện Mường Khương,Xã Dìn Chin,LC,HMK,XDC
Lào Cai,Huyện Mường Khương,Xã Nấm Lư,LC,HMK,XNL
Lào Cai,Huyện Mường Khương,Xã Tả Gia Khâu,LC,HMK,XTGK
Lào Cai,Huyện Mường Khương,Xã Cao Sơn,LC,HMK,XCS
Lào Cai,Huyện Si Ma Cai,Xã Nàn Sán,LC,HSMC,XNS
Lào Cai,Huyện Si Ma Cai,Xã Quan Thần Sán,LC,HSMC,XQTS
Lào Cai,Huyện Si Ma Cai,Thị trấn Si Ma Cai,LC,HSMC,TtSMC
Lào Cai,Huyện Si Ma Cai,Xã Bản Mế,LC,HSMC,XBM
Lào Cai,Huyện Si Ma Cai,Xã Mản Thẩn,LC,HSMC,XMT
Lào Cai,Huyện Si Ma Cai,Xã Sán Chải,LC,HSMC,XSC
Lào Cai,Huyện Si Ma Cai,Xã Thào Chư Phìn,LC,HSMC,XTCP
Lào Cai,Huyện Si Ma Cai,Xã Cán Cấu,LC,HSMC,XCC
Lào Cai,Huyện Si Ma Cai,Xã Cán Hồ,LC,HSMC,XCH
Lào Cai,Huyện Si Ma Cai,Xã Lùng Sui,LC,HSMC,XLS
Lào Cai,Huyện Si Ma Cai,Xã Sín Chéng,LC,HSMC,XSC
Lào Cai,Huyện Si Ma Cai,Xã Lử Thẩn,LC,HSMC,XLT
Lào Cai,Huyện Si Ma Cai,Xã Nàn Xín,LC,HSMC,XNX
Lào Cai,Huyện Si Ma Cai,Xã Lùng Thẩn,LC,HSMC,XLT
Lào Cai,Huyện Si Ma Cai,Xã Quan Hồ Thẩn,LC,HSMC,XQHT
Lào Cai,Huyện Văn Bàn,Xã Nậm Mả,LC,HVB,XNM
Lào Cai,Huyện Văn Bàn,Xã Nậm Xé,LC,HVB,XNX
Lào Cai,Huyện Văn Bàn,Xã Văn Sơn,LC,HVB,XVS
Lào Cai,Huyện Văn Bàn,Xã Nậm Tha,LC,HVB,XNT
Lào Cai,Huyện Văn Bàn,Xã Dương Quỳ,LC,HVB,XDQ
Lào Cai,Huyện Văn Bàn,Xã Liêm Phú,LC,HVB,XLP
Lào Cai,Huyện Văn Bàn,Xã Khánh Yên Hạ,LC,HVB,XKYH
Lào Cai,Huyện Văn Bàn,Xã Sơn Thủy,LC,HVB,XST
Lào Cai,Huyện Văn Bàn,Xã Khánh Yên Trung,LC,HVB,XKYT
Lào Cai,Huyện Văn Bàn,Xã Võ Lao,LC,HVB,XVL
Lào Cai,Huyện Văn Bàn,Xã Khánh Yên Thượng,LC,HVB,XKYT
Lào Cai,Huyện Văn Bàn,Xã Nậm Rạng,LC,HVB,XNR
Lào Cai,Huyện Văn Bàn,Xã Làng Giàng,LC,HVB,XLG
Lào Cai,Huyện Văn Bàn,Thị trấn Khánh Yên,LC,HVB,TtKY
Lào Cai,Huyện Văn Bàn,Xã Chiềng Ken,LC,HVB,XCK
Lào Cai,Huyện Văn Bàn,Xã Nậm Xây,LC,HVB,XNX
Lào Cai,Huyện Văn Bàn,Xã Tân Thượng,LC,HVB,XTT
Lào Cai,Huyện Văn Bàn,Xã Dần Thàng,LC,HVB,XDT
Lào Cai,Huyện Văn Bàn,Xã Nậm Chầy,LC,HVB,XNC
Lào Cai,Huyện Văn Bàn,Xã Thẩm Dương,LC,HVB,XTD
Lào Cai,Huyện Văn Bàn,Xã Minh Lương,LC,HVB,XML
Lào Cai,Huyện Văn Bàn,Xã Hòa Mạc,LC,HVB,XHM
Lào Cai,Huyện Văn Bàn,Xã Tân An,LC,HVB,XTA
Lào Cai,Thành Phố Lào Cai,Phường Cốc Lếu,LC,TPLC,PCL
Lào Cai,Thành Phố Lào Cai,Phường Pom Hán,LC,TPLC,PPH
Lào Cai,Thành Phố Lào Cai,Xã Vạn Hòa,LC,TPLC,XVH
Lào Cai,Thành Phố Lào Cai,Phường Kim Tân,LC,TPLC,PKT
Lào Cai,Thành Phố Lào Cai,Xã Cam Đường,LC,TPLC,XCD
Lào Cai,Thành Phố Lào Cai,Xã Thống Nhất,LC,TPLC,XTN
Lào Cai,Thành Phố Lào Cai,Phường Duyên Hải,LC,TPLC,PDH
Lào Cai,Thành Phố Lào Cai,Xã Tả Phời,LC,TPLC,XTP
Lào Cai,Thành Phố Lào Cai,Phường Nam Cường,LC,TPLC,PNC
Lào Cai,Thành Phố Lào Cai,Phường Bắc Cường,LC,TPLC,PBC
Lào Cai,Thành Phố Lào Cai,Phường Lào Cai,LC,TPLC,PLC
Lào Cai,Thành Phố Lào Cai,Phường Xuân Tăng,LC,TPLC,PXT
Lào Cai,Thành Phố Lào Cai,Xã Đồng Tuyển,LC,TPLC,XDT
Lào Cai,Thành Phố Lào Cai,Phường Bắc Lệnh,LC,TPLC,PBL
Lào Cai,Thành Phố Lào Cai,Xã Hợp Thành,LC,TPLC,XHT
Lào Cai,Thành Phố Lào Cai,Phường Bình Minh,LC,TPLC,PBM
Lào Cai,Thành Phố Lào Cai,Phường Phố Mới,LC,TPLC,PPM
Lào Cai,Thành Phố Lào Cai,Xã Cốc San,LC,TPLC,XCS
Lào Cai,Thị xã Sa Pa,Xã Tả Van,LC,TxSP,XTV
Lào Cai,Thị xã Sa Pa,Phường Sa Pả,LC,TxSP,PSP
Lào Cai,Thị xã Sa Pa,Xã Tả Phìn,LC,TxSP,XTP
Lào Cai,Thị xã Sa Pa,Xã Trung Chải,LC,TxSP,XTC
Lào Cai,Thị xã Sa Pa,Xã Bản Hồ,LC,TxSP,XBH
Lào Cai,Thị xã Sa Pa,Phường Cầu Mây,LC,TxSP,PCM
Lào Cai,Thị xã Sa Pa,Phường Hàm Rồng,LC,TxSP,PHR
Lào Cai,Thị xã Sa Pa,Xã Ngũ Chỉ Sơn,LC,TxSP,XNCS
Lào Cai,Thị xã Sa Pa,Phường Phan Si Păng,LC,TxSP,PPSP
Lào Cai,Thị xã Sa Pa,Phường Ô Quý Hồ,LC,TxSP,POQH
Lào Cai,Thị xã Sa Pa,Xã Thanh Bình,LC,TxSP,XTB
Lào Cai,Thị xã Sa Pa,Xã Hoàng Liên,LC,TxSP,XHL
Lào Cai,Thị xã Sa Pa,Xã Mường Bo,LC,TxSP,XMB
Lào Cai,Thị xã Sa Pa,Xã Mường Hoa,LC,TxSP,XMH
Lào Cai,Thị xã Sa Pa,Xã Liên Minh,LC,TxSP,XLM
Lào Cai,Thị xã Sa Pa,Phường Sa Pa,LC,TxSP,PSP
Long An,Huyện Bến Lức,Xã Thạnh Hòa,LA,HBL,XTH
Long An,Huyện Bến Lức,Xã Lương Hòa,LA,HBL,XLH
Long An,Huyện Bến Lức,Xã Phước Lợi,LA,HBL,XPL
Long An,Huyện Bến Lức,Xã Thanh Phú,LA,HBL,XTP
Long An,Huyện Bến Lức,Xã Lương Bình,LA,HBL,XLB
Long An,Huyện Bến Lức,Xã An Thạnh,LA,HBL,XAT
Long An,Huyện Bến Lức,Xã Tân Bửu,LA,HBL,XTB
Long An,Huyện Bến Lức,Xã Tân Hòa,LA,HBL,XTH
Long An,Huyện Bến Lức,Xã Nhựt Chánh,LA,HBL,XNC
Long An,Huyện Bến Lức,Xã Thạnh Đức,LA,HBL,XTD
Long An,Huyện Bến Lức,Xã Thạnh Lợi,LA,HBL,XTL
Long An,Huyện Bến Lức,Xã Bình Đức,LA,HBL,XBD
Long An,Huyện Bến Lức,Xã Mỹ Yên,LA,HBL,XMY
Long An,Huyện Bến Lức,Xã Long Hiệp,LA,HBL,XLH
Long An,Huyện Bến Lức,Thị trấn Bến Lức,LA,HBL,TtBL
Long An,Huyện Cần Đước,Xã Long Cang,LA,HCD,XLC
Long An,Huyện Cần Đước,Xã Long Hòa,LA,HCD,XLH
Long An,Huyện Cần Đước,Xã Long Hựu Tây,LA,HCD,XLHT
Long An,Huyện Cần Đước,Xã Phước Đông,LA,HCD,XPD
Long An,Huyện Cần Đước,Xã Long Khê,LA,HCD,XLK
Long An,Huyện Cần Đước,Xã Long Hựu Đông,LA,HCD,XLHD
Long An,Huyện Cần Đước,Xã Long Sơn,LA,HCD,XLS
Long An,Huyện Cần Đước,Xã Phước Vân,LA,HCD,XPV
Long An,Huyện Cần Đước,Xã Tân Lân,LA,HCD,XTL
Long An,Huyện Cần Đước,Xã Tân Ân,LA,HCD,XTA
Long An,Huyện Cần Đước,Xã Tân Chánh,LA,HCD,XTC
Long An,Huyện Cần Đước,Xã Long Định,LA,HCD,XLD
Long An,Huyện Cần Đước,Thị trấn Cần Đước,LA,HCD,TtCD
Long An,Huyện Cần Đước,Xã Long Trạch,LA,HCD,XLT
Long An,Huyện Cần Đước,Xã Phước Tuy,LA,HCD,XPT
Long An,Huyện Cần Đước,Xã Tân Trạch,LA,HCD,XTT
Long An,Huyện Cần Đước,Xã Mỹ Lệ,LA,HCD,XML
Long An,Huyện Cần Giuộc,Xã Phước Lý,LA,HCG,XPL
Long An,Huyện Cần Giuộc,Xã Phước Vĩnh Tây,LA,HCG,XPVT
Long An,Huyện Cần Giuộc,Thị trấn Cần Giuộc,LA,HCG,TtCG
Long An,Huyện Cần Giuộc,Xã Thuận Thành,LA,HCG,XTT
Long An,Huyện Cần Giuộc,Xã Phước Vĩnh Đông,LA,HCG,XPVD
Long An,Huyện Cần Giuộc,Xã Phước Lại,LA,HCG,XPL
Long An,Huyện Cần Giuộc,Xã Long An,LA,HCG,XLA
Long An,Huyện Cần Giuộc,Xã Long Thượng,LA,HCG,XLT
Long An,Huyện Cần Giuộc,Xã Phước Lâm,LA,HCG,XPL
Long An,Huyện Cần Giuộc,Xã Long Hậu,LA,HCG,XLH
Long An,Huyện Cần Giuộc,Xã Phước Hậu,LA,HCG,XPH
Long An,Huyện Cần Giuộc,Xã Tân Tập,LA,HCG,XTT
Long An,Huyện Cần Giuộc,Xã Đông Thạnh,LA,HCG,XDT
Long An,Huyện Cần Giuộc,Xã Mỹ Lộc,LA,HCG,XML
Long An,Huyện Cần Giuộc,Xã Long Phụng,LA,HCG,XLP
Long An,Huyện Châu Thành,Xã Dương Xuân Hội,LA,HCT,XDXH
Long An,Huyện Châu Thành,Xã Thanh Vĩnh Đông,LA,HCT,XTVD
Long An,Huyện Châu Thành,Xã Bình Quới,LA,HCT,XBQ
Long An,Huyện Châu Thành,Xã Vĩnh Công,LA,HCT,XVC
Long An,Huyện Châu Thành,Xã An Lục Long,LA,HCT,XALL
Long An,Huyện Châu Thành,Xã Hòa Phú,LA,HCT,XHP
Long An,Huyện Châu Thành,Xã Hiệp Thạnh,LA,HCT,XHT
Long An,Huyện Châu Thành,Xã Thanh Phú Long,LA,HCT,XTPL
Long An,Huyện Châu Thành,Thị trấn Tầm Vu,LA,HCT,TtTV
Long An,Huyện Châu Thành,Xã Thuận Mỹ,LA,HCT,XTM
Long An,Huyện Châu Thành,Xã Long Trì,LA,HCT,XLT
Long An,Huyện Châu Thành,Xã Phú Ngãi Trị,LA,HCT,XPNT
Long An,Huyện Châu Thành,Xã Phước Tân Hưng,LA,HCT,XPTH
Long An,Huyện Đức Hoà,Xã An Ninh Tây,LA,HDH,XANT
Long An,Huyện Đức Hoà,Xã Mỹ Hạnh Nam,LA,HDH,XMHN
Long An,Huyện Đức Hoà,Xã Mỹ Hạnh Bắc,LA,HDH,XMHB
Long An,Huyện Đức Hoà,Xã Hòa Khánh Nam,LA,HDH,XHKN
Long An,Huyện Đức Hoà,Xã Hựu Thạnh,LA,HDH,XHT
Long An,Huyện Đức Hoà,Xã Đức Lập Hạ,LA,HDH,XDLH
